custom/mean_entropy,custom/images_selected,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,custom/mean_confidence,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss,train/clip_range,train/approx_kl,train/n_updates,eval/mean_ep_length,eval/mean_reward
0.7588563367863682,214,60.62562331987628,201.0,14,0.603572997952176,28672,2355,12,-1.0084477253258228e-08,0.0001,3.3089274255908094,-0.25019097328186035,0.0,1.0949556827545166,-9.240623951534133e-05,0.2,1.193257e-09,130,,
0.7460747915666458,726,215.2175023795006,713.0,15,0.5973181702381323,30720,2487,12,-0.0002514804757083766,0.0001,2.7424062743317337,0.978962242603302,0.013330078125,0.6475541591644287,-0.13026410102775116,0.2,0.0017623364,140,,
0.7256472330638085,267,76.9347490640357,258.0,16,0.6127351774705037,32768,2619,12,-7.217749953269959e-10,0.0001,3.1539821873535403,-0.004788398742675781,0.0,0.9235198497772217,-7.893012081185425e-05,0.2,6.1118044e-10,150,,
0.7387364121950177,779,229.90856275065988,770.0,17,0.6038230688565809,34816,2749,12,0.0002928853853518376,0.0001,2.943787664239062,0.9816918969154358,0.004296875,0.3938281536102295,-0.11190153054299116,0.2,3.241106e-05,160,,
0.7515549917071144,326,96.83591497621262,317.0,18,0.6156338106817995,36864,2881,12,9.024130122270435e-07,0.0001,2.216306747344788,0.14362066984176636,0.0,1.1696962118148804,-0.0006455193245913593,0.2,3.783498e-09,170,,
0.7539187551593866,832,255.64873407328568,829.0,19,0.6081979187618861,38912,3012,12,0.0003358535919687711,0.0001,1.4830701072583907,0.9905669689178467,0.00205078125,1.1106648445129395,-0.10575436837699762,0.2,0.0070118206,180,,
0.7376398799511102,130,,,,0.6191927939653397,40000,,,0.0007324814638195676,0.0001,1.3868234660068992,0.8404112458229065,0.004541015625,0.2185547947883606,-0.03112326613190817,0.2,0.00035924095,190,945.0,286.4472351074219
0.7491875937518974,240,70.2455806857246,228.0,20,0.6033014182001353,40960,3603,11,,,,,,,,,,,,
0.7567323060765704,752,227.9665708790677,740.0,21,0.6001896580800097,43008,3734,11,9.13994292204734e-05,0.0001,2.2095601797569544,0.9941791892051697,0.0068359375,1.3867462873458862,-0.11151856695258493,0.2,0.00031922225,200,,
0.7542871079992416,301,86.1896137717044,281.0,22,0.5964333113047767,45056,3865,11,-2.5965891836676747e-07,0.0001,3.5586805722210557,0.7420918941497803,0.0,1.3266276121139526,-0.0004653686056132145,0.2,2.240995e-09,210,,
0.7544072274104915,813,240.1491333807397,793.0,23,0.6093990980185853,47104,3997,11,0.0006812239116698038,0.0001,3.5090451466385275,0.996079683303833,0.012109375,1.6163767576217651,-0.1066910048461068,0.2,0.0019650266,220,,
0.7488794680367309,352,102.81422774410515,338.25,24,0.6026252137327736,49152,4128,11,-1.6114740719785915e-05,0.0001,1.7321541979064932,0.7995928525924683,0.000244140625,0.05908216908574104,-0.0006292508436443356,0.2,1.0131771e-05,230,,
0.742513839323591,864,257.77309697348664,850.25,25,0.6062362368253095,51200,4258,12,0.0002272293029818684,0.0001,2.2724201783770694,0.9945141673088074,0.003125,0.17992456257343292,-0.08839615511569718,0.2,0.00012160848,240,,
0.7430291421273175,425,123.31250275864524,406.25,26,0.613818704030093,53248,4389,12,-6.687970089842565e-05,0.0001,1.337977180670714,0.9182845950126648,0.000732421875,1.2633057832717896,-0.0028527379255744024,0.2,0.0027934907,250,,
0.7433516255946653,932,275.8675494356801,918.25,27,0.611308324489675,55296,4519,12,5.256535951048136e-06,0.0001,3.253321436600527,0.9953727126121521,0.0,1.6964006423950195,-0.05079436203641308,0.2,7.3498813e-07,260,,
0.7567056919734493,491,143.6096160797556,474.0,28,0.6162055476498458,57344,4650,12,9.108736594498623e-05,0.0001,0.9141115524689667,0.9927027225494385,0.001025390625,1.9849920272827148,-0.02222672201027709,0.2,4.8370304e-05,270,,
0.7936787212767252,41,11.871670473850914,35.61,29,0.5305444438283037,59392,4781,12,3.010246291523799e-06,0.0001,1.5489674292271958,0.9922506809234619,0.0,0.21790704131126404,-0.029268856909038733,0.2,6.580376e-08,280,,
0.7600487906796237,192,,,,0.5908118595058719,60000,,,-0.009456248169590254,0.0001,1.1605568087194116,0.9943920969963074,0.137939453125,0.7030467987060547,-0.18792634351245424,0.2,0.034099326,290,945.0,290.63153076171875
0.7442307324459155,359,105.39663171191847,348.0,30,0.6060980242987474,61440,5371,11,,,,,,,,,,,,
0.7519893628169159,852,256.4126432649847,860.0,31,0.6106758885974184,63488,5501,11,0.0021038483326265124,0.0001,3.7380989171157126,0.16056030988693237,0.01259765625,2.53926944732666,-0.010540719915115914,0.2,0.00016066409,300,,
0.7416726749750876,371,106.94199295533515,349.25,32,0.6215763100052393,65536,5631,11,0.003943772191632888,0.0001,1.0624011302657892,0.960343599319458,0.0341796875,2.5402870178222656,-0.13759767259471117,0.2,0.002060066,310,,
0.7401326104526607,865,259.349668384869,861.25,33,0.6090946173910642,67584,5762,11,0.0004887680028332397,0.0001,6.267760005372111,0.9960166811943054,0.000439453125,3.8785276412963867,-0.19001243592711034,0.2,6.780168e-05,320,,
0.7437119235074957,382,106.95030819325717,355.25,34,0.6143119683908542,69632,5893,11,0.0013009155372856185,0.0001,1.1979685682570562,0.9569973349571228,0.01513671875,0.2857154309749603,-0.10232794283365365,0.2,0.00075730117,330,,
0.7476205045244838,877,257.56458264658806,867.25,35,0.6129698839696995,71680,6023,11,-0.003234836406772956,0.0001,2.460811444738647,0.9927389025688171,0.017529296875,0.16729938983917236,-0.17190190314401974,0.2,0.0014570635,340,,
0.7503669055608603,390,112.77553492879298,375.5,36,0.6082726639050704,73728,6153,11,-0.00022728211697540246,0.0001,0.9894573678437155,0.9620785117149353,0.014208984375,0.3169988691806793,-0.08138282135259942,0.2,0.004009062,350,,
0.7493363530302788,891,264.5312881889657,887.5,37,0.6100297190595889,75776,6284,12,-0.00285930880199885,0.0001,0.7739945841953159,0.9930756688117981,0.00869140625,0.17902454733848572,-0.1367297945910959,0.2,0.0008493811,360,,
0.7418301811143583,431,124.90452060405958,416.75,38,0.5968567544374002,77824,6414,12,0.00198665053685545,0.0001,1.0071082439739256,0.9824272990226746,0.0072265625,0.18940234184265137,-0.07133153522790962,0.2,0.00010635072,370,,
0.7360493230810221,927,275.6473933659535,928.75,39,0.6004676152640916,79872,6545,12,-0.0010398967417131644,0.0001,2.884901004564017,0.9957587122917175,0.0005859375,0.49556365609169006,-0.09681875076719662,0.2,0.00050712784,380,,
0.7351959418023514,944,,,,0.5992465398639624,80000,,,-0.0002839118074916769,0.0001,0.6609410597244277,0.9908871054649353,0.007275390625,0.09032132476568222,-0.07534158209673478,0.2,0.00014112293,390,945.0,292.1741638183594
0.756557077045242,480,142.9678155621139,468.0,40,0.6011651563147704,81920,7133,11,,,,,,,,,,,,
0.7556919261753079,944,284.28199761385895,980.0,41,0.6082374368523878,83968,7263,11,0.0006174540492793312,0.0001,4.472734217270045,0.8904849290847778,0.0001953125,2.0795230865478516,-0.039618319387812066,0.2,0.00013501054,400,,
0.7546620052271393,511,149.4742775551979,493.0,42,0.6017824067878164,86016,7394,11,0.0005484929817612283,0.0001,0.5961689880932681,0.986812949180603,0.022900390625,0.46132636070251465,-0.22599971303425265,0.2,0.0050937957,410,,
0.7478061579167843,16,141.01077401981817,495.63,43,0.6603108011186123,88064,7525,11,-6.112950359238312e-06,0.0001,1.7259928971820044,0.9829343557357788,0.0,1.7288951873779297,-0.009861465427917437,0.2,6.944174e-08,420,,
0.7353483486186826,528,155.69486171495424,513.0,44,0.6011704490943388,90112,7654,11,-0.0013343748032639269,0.0001,0.6093908503476996,0.9945709109306335,0.02041015625,0.12254010140895844,-0.21608172405685763,0.2,0.0028340188,430,,
0.7412637912978729,48,9.45649814867475,33.5,45,0.619221452002724,92160,7784,11,-1.2430995411705225e-06,0.0001,1.8668124090880156,0.8488576412200928,0.0,0.38208746910095215,-0.0005305115572504348,0.2,2.910383e-11,440,,
0.7483284185307899,560,165.2489645172567,545.5,46,0.6106817319989204,94208,7914,11,-0.002017463574884459,0.0001,0.9677544754347764,0.9956545233726501,0.0205078125,0.11926334351301193,-0.17673561161209364,0.2,0.0015721022,450,,
0.7825333027071074,76,20.64365148457788,67.75,47,0.5962709827642692,96256,8044,11,-7.105336408130825e-08,0.0001,2.194098327489337,0.5747222304344177,0.0,0.19320537149906158,-9.19822047753982e-05,0.2,0.0,460,,
0.7389931105153293,588,175.1636314216872,579.75,48,0.6114903522186539,98304,8175,12,-0.0002931220136815682,0.0001,1.082038055290468,0.9958618879318237,0.014599609375,0.3566814064979553,-0.1604049143366865,0.2,0.0001306227,470,,
0.7675181943923235,32,,,,0.6052017956972122,100000,,,1.4166507753543555e-07,0.0001,1.6906280337658246,0.04938715696334839,0.0,0.16407698392868042,-0.0003820379876898983,0.2,3.2305252e-09,480,945.0,284.50274658203125
0.7350278181785886,88,23.917561244926347,76.0,49,0.6378393220630559,100352,8764,11,,,,,,,,,,,,
