rollout/ep_len_mean,time/fps,time/time_elapsed,custom/mean_entropy,time/total_timesteps,custom/mean_confidence,rollout/ep_rew_mean,custom/images_selected,time/iterations,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/learning_rate,train/loss,train/value_loss,train/clip_range,eval/mean_ep_length,eval/mean_reward
707.0,12,2544,0.7510213054396687,30720,0.5994945938319711,220.65588092309645,722,15,-0.0009950372630555648,0.006969927,-0.12897495417764732,0.03505859375,140,0.9831865429878235,0.0001,0.17725594341754913,2.0317254607216455,0.2,,
249.75,12,2676,0.746036171571899,32768,0.578405889732237,76.24916648062037,262,16,-2.29746729019098e-07,7.2759576e-10,-7.55119385487002e-05,0.0,150,0.5318648219108582,0.0001,1.0568326711654663,2.8390011115465312,0.2,,
761.75,12,2808,0.749638328506811,34816,0.6019843616534881,232.2446903860643,774,17,-4.133010224904865e-05,0.00078535976,-0.09921941781235546,0.006103515625,160,0.9846293926239014,0.0001,1.463606595993042,2.64583968014922,0.2,,
311.5,12,2940,0.7390390167827718,36864,0.6163998519070446,95.64154960025623,320,18,2.5789631763473152e-09,1.7462298e-10,-0.00013457805561400415,0.0,170,0.6908810138702393,0.0001,0.8257091045379639,2.0355712050455623,0.2,,
823.5,12,3072,0.7605093254824169,38912,0.5999946308393891,250.87825799928066,831,19,0.000295066451508319,0.002055369,-0.09043345930749666,0.0015625,180,0.9911606311798096,0.0001,2.2858481407165527,3.344613626180217,0.2,,
,,,0.7321761732793036,40000,0.6230028517373646,,131,,-0.00011100104020442814,0.0005111866,-0.004046398551215446,0.001904296875,190,0.8585345149040222,0.0001,1.1255152225494385,1.9412460185412783,0.2,957.0,289.57525634765625
215.75,11,3671,0.7359051987528801,40960,0.5944662125160297,65.56203024956345,240,20,,,,,,,,,,,,
727.75,11,3803,0.7368112723045843,43008,0.6049743431441962,219.548382335812,752,21,0.00040879919397411867,0.001089091,-0.13402039838549226,0.0046875,200,0.9392277598381042,0.0001,12.59998607635498,12.153331763634924,0.2,,
268.75,11,3934,0.758299887975057,45056,0.5962628273169199,81.75176107738373,300,22,-4.231285856803879e-06,2.3515895e-08,-0.0005729839907099077,0.0,210,0.5869076251983643,0.0001,1.054963231086731,1.8535218090750276,0.2,,
780.75,11,4066,0.7425798913418072,47104,0.6088168299550494,235.9459953290596,807,23,0.0005932209158345358,0.0041840104,-0.14542996429845517,0.01142578125,220,0.9902658462524414,0.0001,0.4052962064743042,1.567596245050663,0.2,,
312.75,11,4198,0.7698901332914829,49152,0.5932065171353957,97.69147120214798,340,24,-0.00024587304651504385,0.009438726,-0.009534985493002069,0.005078125,230,0.5184988975524902,0.0001,0.6877721548080444,1.6950946576951538,0.2,,
824.75,11,4329,0.7623401423610152,51200,0.5919936657861364,257.40380264087963,852,25,0.0032439371396321805,0.0008632174,-0.10637828904300477,0.022021484375,240,0.9927370548248291,0.0001,0.8606694340705872,2.8146377290948292,0.2,,
368.5,11,4460,0.7432224188238529,53248,0.6066029084286666,112.82095153436401,406,26,-6.194939778652042e-05,1.1626311e-05,-0.0054893156419609564,0.000537109375,250,0.8992128372192383,0.0001,0.2994035482406616,1.7252220950496848,0.2,,
880.5,12,4591,0.7461324681838354,55296,0.6053246683999084,266.1958800943197,911,27,0.0005159298390935874,0.0014473123,-0.1043657162038768,0.0041015625,260,0.9962171912193298,0.0001,0.31898629665374756,2.7924754255858715,0.2,,
428.25,12,4722,0.7421230535549315,57344,0.630703139823416,128.34086010309142,460,28,0.0007006064974120818,0.006436207,-0.03080932596592767,0.00419921875,270,0.9839413166046143,0.0001,0.8693584203720093,1.1203277411812451,0.2,,
824.68,12,4854,0.7768033742904663,59392,0.49820055280412945,244.99614862686136,7,29,-0.0005740964457800146,0.00029991096,-0.06412168069470678,0.002001953125,280,0.9953995943069458,0.0001,2.6550064086914062,2.4609403162030503,0.2,,
,,,0.7691187792563741,60000,0.5985665249673626,,158,,9.688883292255924e-05,0.00023468332,-0.053657624611905416,0.0044921875,290,0.9938814043998718,0.0001,0.1229269951581955,0.8903304803010542,0.2,945.0,287.2829284667969
348.0,11,5448,0.7425166064873338,61440,0.6039664417505264,104.87319597970631,360,30,,,,,,,,,,,,
860.0,11,5579,0.7409112892891152,63488,0.609341277612732,260.4477119827188,872,31,1.2157176388427616e-05,1.1394513e-05,-0.011866736784578193,0.0,300,0.984266996383667,0.0001,0.2649324834346771,3.6584011617931536,0.2,,
412.0,11,5711,0.7456962587709111,65536,0.6052662907477239,127.51770212875371,422,32,-0.0003735166523256339,0.00029730104,-0.00222254824421293,0.001611328125,310,0.974123477935791,0.0001,0.9733183979988098,0.9885369335999712,0.2,,
924.0,11,5844,0.7421777925156935,67584,0.6132630311128159,275.65776387549306,914,33,-4.8987907211994754e-05,0.009611354,-0.0853050338517013,0.0265625,320,0.9944940805435181,0.0001,0.9312318563461304,2.535893580422271,0.2,,
444.0,11,5976,0.7494288898908116,69632,0.6023580415880886,135.69468074853808,464,34,0.0010262358307954855,0.00073319767,-0.11130430395060102,0.0193359375,330,0.990176796913147,0.0001,0.7253742218017578,0.8663943115039728,0.2,,
956.0,11,6108,0.7550305146647648,71680,0.6040548573202286,284.90254796660577,944,35,1.6583656542934477e-05,2.2647917e-05,-0.07208483048513932,0.0,340,0.9966850280761719,0.0001,0.20227831602096558,2.2982950458535925,0.2,,
481.0,11,6243,0.7255666643646159,73728,0.6114050566325546,142.8431452827666,506,36,3.992360143456608e-06,0.0003620102,-0.12151738403008494,0.01005859375,350,0.9949495196342468,0.0001,0.13138464093208313,0.6271842606773135,0.2,,
264.96,11,6379,0.78485534732992,75776,0.6067247022281993,78.00403672808763,55,37,-0.00019170408850186505,8.286428e-06,-0.02536543888850657,0.0,360,0.9899914264678955,0.0001,1.2631474733352661,2.817122004495468,0.2,,
531.5,11,6511,0.7457519087290007,77824,0.6242069120550071,160.18874187374325,567,38,-0.0005933433516474906,0.0012022087,-0.10826726721124942,0.009814453125,370,0.9942209720611572,0.0001,0.15937009453773499,1.025800318608526,0.2,,
75.5,12,6643,0.7462064563654937,79872,0.6092296878878887,22.209835735467838,104,39,1.2558302842080593e-09,0.0,-2.3928116311580475e-07,0.0,380,0.1121072769165039,0.0001,1.0407339334487915,2.6343950869108084,0.2,,
,,,0.7513966728139807,80000,0.612725994322035,,135,,5.075439476058819e-05,0.0023523672,-0.09716933252097988,0.009326171875,390,0.9949824213981628,0.0001,0.09617897123098373,1.3731291716510896,0.2,945.0,286.75787353515625
468.0,11,7237,0.7590413088832672,81920,0.5989335174982746,140.00116092055077,480,40,,,,,,,,,,,,
18.5,11,7369,0.7328319992337908,83968,0.6126471527985164,5.893155957745299,35,41,1.6487319953739643e-09,0.0,-1.289872983209172e-11,0.0,400,0.4679252505302429,0.0001,0.1407543122768402,2.5841193465457764,0.2,,
530.5,11,7501,0.7371607835266665,86016,0.6000244737870079,158.70035292865288,547,42,0.00012597527238540352,0.0006217084,-0.06876429622593108,0.0048828125,410,0.9958101511001587,0.0001,0.3762919306755066,0.9567957121704239,0.2,,
78.25,11,7633,0.7853164329964627,88064,0.6138696298804335,25.035288192100573,93,43,8.949427865445614e-11,0.0,-7.394307028150807e-12,0.0,420,0.10016608238220215,0.0001,0.11242110282182693,2.24012574350927,0.2,,
590.25,11,7765,0.7511887054305432,90112,0.6066710605601634,181.44912927334164,605,44,-0.0006289837163421907,0.0006187606,-0.06287703613986509,0.00615234375,430,0.9948391318321228,0.0001,0.10968845337629318,1.2318293066695332,0.2,,
144.5,11,7897,0.730598563436539,92160,0.6063968766120172,43.507443392638095,155,45,-2.346496330574155e-10,0.0,-8.937402995312247e-11,0.0,440,0.12120568752288818,0.0001,0.8711608648300171,1.7586401096108601,0.2,,
656.5,11,8028,0.7460526485984651,94208,0.5958067393642494,199.4150347671107,667,46,0.0013534013545722702,0.00012442684,-0.0708907467417859,0.00615234375,450,0.9965084791183472,0.0001,0.3281928598880768,1.423237225052435,0.2,,
210.5,11,8161,0.7428233929655769,96256,0.6268621005795219,62.65444170220267,220,47,-1.9790604710578918e-10,0.0,-1.7001548087315476e-09,0.0,460,0.648249626159668,0.0001,1.1954689025878906,1.5351711858587804,0.2,,
722.5,11,8292,0.7583515506665237,98304,0.6104581569387613,217.50774286968905,732,48,-0.000605618331610458,0.0021911296,-0.048666306585547756,0.006201171875,470,0.9962695837020874,0.0001,0.5755955576896667,2.1176080965902657,0.2,,
,,,0.7317017839139045,100000,0.606458320043474,,191,,1.4551915228366852e-10,0.0,-4.58482247407339e-10,0.0,480,0.8161855936050415,0.0001,0.18920445442199707,1.2216132357018068,0.2,945.0,290.8016662597656
76.0,11,8886,0.7367096131836827,100352,0.6141523292118852,23.191083755588583,88,49,,,,,,,,,,,,
